Student ID,student_name,gender,grade,school_name,reading_score,math_score
2954,Jillian Schmidt,F,11th,Lopez High School,61,93
2955,Richard Bell,M,9th,Lopez High School,58,84
2956,Nathan Russell,M,10th,Lopez High School,64,80
2957,Andrew Williamson,M,10th,Lopez High School,72,68
2958,David Long,M,12th,Lopez High School,60,76
2959,Ashley Mitchell DDS,F,9th,Lopez High School,85,88
2960,Brett Weeks,M,10th,Lopez High School,78,68
2961,Brandon Miller,M,12th,Lopez High School,62,88
2962,Nicholas White,M,12th,Lopez High School,72,85
2963,Kelly Wyatt,F,10th,Lopez High School,74,97
2964,Matthew Higgins,M,12th,Lopez High School,64,92
2965,Erin Ayers,F,12th,Lopez High School,78,99
2966,David Gutierrez,M,9th,Lopez High School,95,87
2967,Kenneth Morris,M,11th,Lopez High School,60,83
2968,Henry Snyder,M,10th,Lopez High School,88,84
2969,Kim Deleon,F,12th,Lopez High School,88,81
2970,Diane Pope,F,12th,Lopez High School,80,89
2971,Mary Mason,F,9th,Lopez High School,56,81
2972,Karen Walker,F,9th,Lopez High School,70,82
2973,Jason Cooper,M,9th,Lopez High School,84,82
2974,Douglas Daniels,M,9th,Lopez High School,84,71
2975,Kimberly Herrera,F,10th,Lopez High School,91,66
2976,Katrina Massey,F,9th,Lopez High School,61,80
2977,Kenneth Thomas,M,10th,Lopez High School,95,92
2978,Melissa Evans,F,9th,Lopez High School,88,77
2979,Elizabeth Moon,F,11th,Lopez High School,97,78
2980,Lisa Carrillo,F,9th,Lopez High School,96,83
2981,Derek Andersen,M,9th,Lopez High School,61,96
2982,Pedro Rhodes,M,9th,Lopez High School,97,96
2983,Steven Smith,M,9th,Lopez High School,65,86
2984,David Tate,M,9th,Lopez High School,86,97
2985,Manuel Eaton,M,9th,Lopez High School,75,79
2986,William Johnson,M,10th,Lopez High School,73,83
2987,Cheryl Edwards,F,12th,Lopez High School,86,72
2988,Christopher Fisher,M,10th,Lopez High School,66,89
2989,Kristie Turner,F,10th,Lopez High School,64,90
2990,Carlos Evans,M,9th,Lopez High School,98,90
2991,Eric Martin,M,12th,Lopez High School,65,86
2992,Cassie King,F,11th,Lopez High School,92,83
2993,Jeremy Cox,M,9th,Lopez High School,77,79
2994,Benjamin Humphrey,M,10th,Lopez High School,69,98
2995,Michael Henderson,M,12th,Lopez High School,77,93
2996,Michael Rosario,M,9th,Lopez High School,92,79
2997,Eric Reid,M,12th,Lopez High School,72,84
2998,Tonya Fisher,F,12th,Lopez High School,71,70
2999,Anne Chan,F,9th,Lopez High School,72,70
3000,Lauren Caldwell,F,12th,Lopez High School,90,98
3001,Ashley Sandoval,F,10th,Lopez High School,88,80
3002,Erin Wallace,F,9th,Lopez High School,56,64
3003,Jacqueline Mcclure,F,9th,Lopez High School,87,80
3004,Cynthia Roberson,F,11th,Lopez High School,68,75
3005,Latoya Bradford,F,11th,Lopez High School,78,99
3006,Andrew Terry,M,9th,Lopez High School,68,77
3007,Cole Harding,M,11th,Lopez High School,63,74
3008,William Smith,M,12th,Lopez High School,92,64
3009,Amy Cabrera,F,11th,Lopez High School,89,73
3010,Pamela Smith,F,9th,Lopez High School,86,75
3011,Regina Stewart,F,9th,Lopez High School,84,82
3012,Mark Brown,M,12th,Lopez High School,55,68
3013,Christopher Alexander,M,10th,Lopez High School,90,64
3014,Rebecca Flores,F,12th,Lopez High School,75,76
3015,Jessica Gomez,F,11th,Lopez High School,55,84
3016,Krista Myers,F,10th,Lopez High School,95,75
3017,Ryan Wade,M,9th,Lopez High School,71,93
3018,Michelle Brown,F,12th,Lopez High School,71,80
3019,Robert Wang,M,12th,Lopez High School,94,87
3020,Paige Wise,F,9th,Lopez High School,61,66
3021,Travis Brown,M,10th,Lopez High School,97,95
3022,Richard Reed,M,12th,Lopez High School,69,81
3023,Leah Savage,F,9th,Lopez High School,68,65
3024,Grant Dean,M,10th,Lopez High School,63,78
3025,Shawn Cowan,M,10th,Lopez High School,97,87
3026,Cynthia Harris,F,9th,Lopez High School,67,98
3027,Charles Charles,M,9th,Lopez High School,58,94
3028,Mr. Evan Fitzpatrick,M,9th,Lopez High School,74,78
3029,Cindy West,F,10th,Lopez High School,55,95
3030,Matthew Morse,M,9th,Lopez High School,57,79
3031,Steven Melendez,M,11th,Lopez High School,73,70
3032,Angela Leon,F,12th,Lopez High School,78,67
3033,Crystal Soto,F,9th,Lopez High School,73,67
3034,Patricia King,F,11th,Lopez High School,68,85
3035,Elizabeth Perez,F,9th,Lopez High School,64,82
3036,Christopher Gonzalez,M,12th,Lopez High School,67,82
3037,Dennis Daugherty,M,9th,Lopez High School,66,75
3038,Michael Cooper,M,10th,Lopez High School,63,92
3039,Michelle Briggs,F,12th,Lopez High School,74,70
3040,Chase Davidson,M,11th,Lopez High School,63,87
3041,Jeffrey Fisher,M,10th,Lopez High School,91,77
3042,Jasmin Taylor,F,9th,Lopez High School,99,98
3043,Justin Mckinney,M,12th,Lopez High School,75,95
3044,Alexis Parker,F,10th,Lopez High School,56,89
3045,Rhonda Olson,F,11th,Lopez High School,96,70
3046,Kyle Padilla,M,11th,Lopez High School,57,79
3047,Katelyn Morrow,F,9th,Lopez High School,68,71
3048,Mary Roberts,F,12th,Lopez High School,73,83
3049,Michael Martinez,M,10th,Lopez High School,95,74
3050,Emily Rodriguez,F,10th,Lopez High School,93,91
3051,Tyler Jackson,M,11th,Lopez High School,83,76
3052,Gordon Kaiser,M,11th,Lopez High School,87,83
3053,Julian Norris,M,9th,Lopez High School,89,91
3054,Christian Atkins,M,11th,Lopez High School,73,83
3055,Lauren Abbott,F,11th,Lopez High School,84,65
3056,Maureen Munoz,F,11th,Lopez High School,81,95
3057,Stephanie Hopkins,F,9th,Lopez High School,80,66
3058,Breanna Parker,F,11th,Lopez High School,96,96
3059,Aaron Wilson,M,11th,Lopez High School,66,71
3060,Charles Mendez,M,12th,Lopez High School,78,73
3061,Jason Mercer,M,10th,Lopez High School,73,69
3062,Laura Lawrence,F,10th,Lopez High School,89,75
3063,Jason Poole,M,12th,Lopez High School,83,84
3064,David Castro,M,9th,Lopez High School,67,98
3065,Michael Davis,M,11th,Lopez High School,81,67
3066,Tara Adams,F,10th,Lopez High School,93,70
3067,Stephanie Graham,F,10th,Lopez High School,88,99
3068,Susan Wang,F,11th,Lopez High School,97,78
3069,Jennifer Oconnor,F,10th,Lopez High School,87,88
3070,Rachel Stuart,F,11th,Lopez High School,57,66
3071,Tracie Barker,F,9th,Lopez High School,97,90
3072,Sarah Gibbs,F,11th,Lopez High School,67,93
3073,Jonathan Miller,M,10th,Lopez High School,76,87
3074,Joshua Vasquez,M,12th,Lopez High School,97,64
3075,Robert Shannon,M,10th,Lopez High School,71,89
3076,Hunter Williams,M,9th,Lopez High School,60,93
3077,Joanna Howard,F,11th,Lopez High School,94,96
3078,Charles Torres,M,10th,Lopez High School,92,81
3079,Cynthia Morgan,F,10th,Lopez High School,84,89
3080,Keith Dunn,M,12th,Lopez High School,65,69
3081,Angela Conley,F,10th,Lopez High School,81,81
3082,Jared Johnston,M,12th,Lopez High School,58,78
3083,James Edwards,M,11th,Lopez High School,86,71
3084,Amber Flowers,F,9th,Lopez High School,82,98
3085,Perry Romero,M,11th,Lopez High School,92,98
3086,Sierra Sherman,F,12th,Lopez High School,96,71
3087,Jessica Cherry,F,11th,Lopez High School,75,67
3088,Shannon Williams,F,10th,Lopez High School,55,64
3089,Franklin Cox,M,11th,Lopez High School,58,77
3090,Thomas Berg,M,10th,Lopez High School,83,94
3091,Aimee Robinson,F,12th,Lopez High School,74,91
3092,Jeffery Alvarez,M,9th,Lopez High School,76,82
3093,Julie Jackson,F,9th,Lopez High School,55,88
3094,Daniel Morales,M,9th,Lopez High School,61,89
3095,Lauren Blair,F,11th,Lopez High School,94,72
3096,April Hale,F,12th,Lopez High School,98,83
3097,Betty Rodriguez,F,11th,Lopez High School,77,97
3098,Jessica Bates,F,11th,Lopez High School,74,77
3099,Kayla Johnson,F,12th,Lopez High School,68,72
3100,Madison Ramos,F,12th,Lopez High School,89,81
3101,Margaret King DDS,F,11th,Lopez High School,62,89
3102,Richard Dominguez,M,9th,Lopez High School,81,88
3103,Elizabeth Melton,F,10th,Lopez High School,66,75
3104,Wayne Bass,M,9th,Lopez High School,87,70
3105,Laura Norris,F,10th,Lopez High School,74,97
3106,Jessica Thomas,F,10th,Lopez High School,61,99
3107,Cassandra Potts,F,10th,Lopez High School,81,95
3108,Kathy Greer,F,9th,Lopez High School,67,90
3109,Daniel Cannon,M,9th,Lopez High School,68,66
3110,Michael Webb,M,10th,Lopez High School,57,75
3111,Gerald Phillips,M,9th,Lopez High School,66,66
3112,Brooke Thomas,F,11th,Lopez High School,90,82
3113,Carrie Welch,F,10th,Lopez High School,69,98
3114,Wesley Harris,M,10th,Lopez High School,70,77
3115,Donna Lyons,F,10th,Lopez High School,88,67
3116,Brittany Conley,F,9th,Lopez High School,64,96
3117,Stacy Henry,F,9th,Lopez High School,55,80
3118,Rebecca Campbell,F,10th,Lopez High School,85,73
3119,Jessica Madden,F,12th,Lopez High School,92,90
3120,Lisa Downs,F,12th,Lopez High School,86,92
3121,Nina Miller PhD,F,12th,Lopez High School,85,81
3122,Cynthia Gillespie,F,10th,Lopez High School,86,69
3123,Dakota Baker,M,11th,Lopez High School,96,84
3124,Christopher Carey,M,9th,Lopez High School,58,98
3125,Linda Thomas,F,10th,Lopez High School,98,84
3126,Andrea Chapman,F,9th,Lopez High School,90,75
3127,Virginia Jones MD,F,11th,Lopez High School,59,89
3128,Terry Frazier,M,10th,Lopez High School,57,68
3129,Michael Davis,M,12th,Lopez High School,85,92
3130,Jesse Chavez,M,12th,Lopez High School,56,90
3131,Heather Peters,F,10th,Lopez High School,67,67
3132,Roger Willis,M,12th,Lopez High School,66,90
3133,Amy Berry,F,12th,Lopez High School,85,80
3134,Jason Gray,M,9th,Lopez High School,80,96
3135,Debbie Bridges,F,11th,Lopez High School,79,85
3136,Shannon Nguyen,F,9th,Lopez High School,78,79
3137,Mary Jones,F,12th,Lopez High School,77,91
3138,Jennifer Clark,F,9th,Lopez High School,99,71
3139,Travis Campbell,M,9th,Lopez High School,95,74
3140,Robert Park,M,10th,Lopez High School,58,93
3141,Troy Smith,M,12th,Lopez High School,60,79
3142,Matthew Lopez,M,9th,Lopez High School,55,69
3143,David Johnson,M,10th,Lopez High School,61,92
3144,Michael Booth,M,10th,Lopez High School,70,70
3145,Glenn Gonzales,M,12th,Lopez High School,57,86
3146,Elizabeth Velez,F,11th,Lopez High School,99,87
3147,Miguel Hubbard,M,12th,Lopez High School,89,67
3148,Johnathan Watts,M,9th,Lopez High School,97,82
3149,Teresa Lewis,F,10th,Lopez High School,67,88
3150,Eric Green,M,9th,Lopez High School,55,71
3151,Stephanie Greene,F,10th,Lopez High School,74,69
3152,Christina Perez,F,12th,Lopez High School,56,74
3153,Dylan Morris,M,9th,Lopez High School,76,85
3154,John Graham,M,11th,Lopez High School,56,94
3155,Amy Hale,F,12th,Lopez High School,75,87
3156,Ashley Harris,F,11th,Lopez High School,71,77
3157,Jesus Hicks,M,9th,Lopez High School,78,65
3158,Sean Bell,M,12th,Lopez High School,67,81
3159,Dr. Darin Singleton,M,10th,Lopez High School,79,97
3160,Kara Thompson,F,12th,Lopez High School,74,94
3161,Chris Martin,M,9th,Lopez High School,67,86
3162,John Sanchez,M,11th,Lopez High School,96,70
3163,Rodney Orozco,M,11th,Lopez High School,91,99
3164,Erika Cummings,F,12th,Lopez High School,79,92
3165,Laura Carter,F,9th,Lopez High School,74,73
3166,Robert Walker,M,10th,Lopez High School,81,72
3167,Amanda Bradley,F,9th,Lopez High School,88,97
3168,Patrick Trujillo,M,12th,Lopez High School,61,74
3169,Jason Dyer,M,11th,Lopez High School,69,80
3170,Melissa Hall,F,9th,Lopez High School,77,75
3171,Amy Rivers,F,10th,Lopez High School,69,70
3172,Brittany Rodriguez,F,11th,Lopez High School,77,84
3173,Jonathan Campbell,M,12th,Lopez High School,78,78
3174,Frank Bennett,M,9th,Lopez High School,96,79
3175,David Smith,M,11th,Lopez High School,94,87
3176,Bryan Roberts,M,9th,Lopez High School,62,96
3177,Douglas Holland,M,10th,Lopez High School,76,73
3178,Deborah Miles,F,10th,Lopez High School,64,82
3179,Angie Barber,F,11th,Lopez High School,88,99
3180,Lucas Hill,M,11th,Lopez High School,86,95
3181,James Frazier,M,12th,Lopez High School,67,76
3182,William Jones,M,9th,Lopez High School,59,75
3183,Savannah Rollins DDS,F,12th,Lopez High School,69,66
3184,James Luna,M,9th,Lopez High School,56,96
3185,James Johnson,M,10th,Lopez High School,93,77
3186,Jesus Gonzalez,M,10th,Lopez High School,78,91
3187,Michael Walker,M,9th,Lopez High School,99,95
3188,Blake Phillips,M,12th,Lopez High School,73,75
3189,Bradley Arias,M,12th,Lopez High School,85,78
3190,Danielle Phillips,F,9th,Lopez High School,55,89
3191,Scott Whitehead,M,9th,Lopez High School,56,70
3192,Craig Payne,M,11th,Lopez High School,80,75
3193,Nicole Garcia,F,11th,Lopez High School,77,76
3194,Ashley Thompson,F,11th,Lopez High School,62,95
3195,Sarah Clark,F,12th,Lopez High School,92,69
3196,Jonathan Odonnell,M,12th,Lopez High School,82,85
3197,Christopher Butler,M,10th,Lopez High School,78,72
3198,Sarah Key,F,9th,Lopez High School,79,68
3199,Stephanie Nguyen,F,11th,Lopez High School,84,91
3200,Denise Gutierrez,F,9th,Lopez High School,79,85
3201,Christopher Robinson,M,10th,Lopez High School,58,91
3202,Vanessa Perez,F,11th,Lopez High School,69,72
3203,Juan Rasmussen,M,9th,Lopez High School,92,89
3204,Erica Savage,F,11th,Lopez High School,91,89
3205,Jade Hendricks,F,12th,Lopez High School,74,84
3206,Jessica Crawford MD,F,9th,Lopez High School,79,75
3207,Chase Franklin,M,12th,Lopez High School,96,83
3208,Lindsey Ray,F,9th,Lopez High School,57,80
3209,Andrea Green,F,11th,Lopez High School,84,97
3210,Tara Forbes,F,12th,Lopez High School,69,76
3211,Tammy Thompson,F,11th,Lopez High School,87,82
3212,Peter Williams,M,11th,Lopez High School,86,84
3213,Dr. Joseph Anderson,M,9th,Lopez High School,98,96
3214,Megan Morris,F,10th,Lopez High School,67,92
3215,Sheila Middleton,F,10th,Lopez High School,90,66
3216,Meredith Powell,F,9th,Lopez High School,85,88
3217,Alexandra Myers,F,12th,Lopez High School,67,74
3218,Michael Cooper,M,11th,Lopez High School,89,90
3219,Stacie Brooks,F,10th,Lopez High School,57,77
3220,Matthew Lewis,M,12th,Lopez High School,63,82
3221,Laura Farley,F,10th,Lopez High School,88,96
3222,Tyler Obrien,M,12th,Lopez High School,82,65
3223,Paul Turner,M,10th,Lopez High School,92,92
3224,Michael Brown,M,12th,Lopez High School,75,93
3225,Alexander Miller,M,11th,Lopez High School,60,98
3226,Lauren Park,F,10th,Lopez High School,78,75
3227,Keith Nielsen,M,12th,Lopez High School,67,98
3228,Gregory Flores,M,11th,Lopez High School,85,85
3229,Sandra Blair,F,9th,Lopez High School,68,83
3230,Rodney Hernandez,M,10th,Lopez High School,81,70
3231,Angela Mcdowell,F,11th,Lopez High School,80,67
3232,Theresa Oconnor MD,F,10th,Lopez High School,77,95
3233,Michael Hunter,M,9th,Lopez High School,77,73
3234,Timothy Smith,M,11th,Lopez High School,78,69
3235,Kenneth Carroll,M,10th,Lopez High School,88,97
3236,Carol Davidson,F,10th,Lopez High School,99,97
3237,Lisa Payne,F,9th,Lopez High School,68,93
3238,Tiffany Thomas,F,10th,Lopez High School,55,87
3239,Brittany Dunn,F,10th,Lopez High School,71,74
3240,Natalie King,F,11th,Lopez High School,66,86
3241,Eric Yu,M,12th,Lopez High School,76,75
3242,Troy Holmes,M,10th,Lopez High School,89,70
3243,Jennifer Mcdaniel,F,11th,Lopez High School,75,64
3244,Becky Hicks,F,9th,Lopez High School,76,87
3245,Scott Hall,M,10th,Lopez High School,68,74
3246,Kristi Lloyd,F,11th,Lopez High School,98,82
3247,Christine Richmond,F,11th,Lopez High School,94,98
3248,Tammy Diaz,F,10th,Lopez High School,61,89
3249,Gregory Goodman,M,9th,Lopez High School,98,67
3250,Ashley Alexander PhD,F,9th,Lopez High School,95,68
3251,Crystal Joseph,F,11th,Lopez High School,56,73
3252,Kimberly Hampton,F,10th,Lopez High School,62,70
3253,Peter Lozano,M,10th,Lopez High School,97,72
3254,Timothy Herman,M,9th,Lopez High School,85,99
3255,Roy Harris MD,M,11th,Lopez High School,81,85
3256,Robin Powell,F,9th,Lopez High School,59,79
3257,Tammie Fernandez,F,12th,Lopez High School,59,79
3258,Jonathan Jones,M,12th,Lopez High School,83,98
3259,Jennifer Becker,F,12th,Lopez High School,84,93
3260,Kyle Knight,M,9th,Lopez High School,97,90
3261,Amanda Collins,F,9th,Lopez High School,62,71
3262,Adrienne Scott,F,11th,Lopez High School,78,80
3263,Corey Brown,M,11th,Lopez High School,86,81
3264,Jacqueline Gutierrez,F,11th,Lopez High School,74,69
3265,Angela Lopez,F,12th,Lopez High School,57,64
3266,Brianna Ayala MD,F,11th,Lopez High School,62,71
3267,Mrs. Tara Myers,F,11th,Lopez High School,59,77
3268,John Holt,M,10th,Lopez High School,79,70
3269,Anthony Brown,M,9th,Lopez High School,75,80
3270,Nichole Walsh,F,10th,Lopez High School,83,76
3271,Nicole Jones,F,9th,Lopez High School,61,89
3272,Michelle Perry,F,10th,Lopez High School,67,77
3273,Ricardo Smith,M,12th,Lopez High School,81,76
3274,Jeffrey Brown,M,12th,Lopez High School,97,99
3275,Katherine Crawford,F,10th,Lopez High School,82,64
3276,Jennifer White,F,11th,Lopez High School,70,92
3277,Timothy Wall,M,9th,Lopez High School,72,90
3278,Christy Miller,F,9th,Lopez High School,86,76
3279,Melissa Freeman,F,12th,Lopez High School,67,72
3280,Cynthia Weaver,F,10th,Lopez High School,97,95
3281,Nicholas Stanley,M,9th,Lopez High School,63,67
3282,Jennifer Silva,F,9th,Lopez High School,61,83
3283,James Mata MD,M,10th,Lopez High School,75,92
3284,Marvin Torres,M,9th,Lopez High School,94,69
3285,Marie Wright,F,10th,Lopez High School,74,86
3286,Matthew Glover,M,12th,Lopez High School,99,65
3287,Carolyn Davis,F,12th,Lopez High School,94,78
3288,Johnathan Dodson,M,12th,Lopez High School,57,85
3289,Patricia Myers,F,11th,Lopez High School,57,66
3290,Michelle Mcdaniel,F,9th,Lopez High School,96,66
3291,Steve Watts,M,12th,Lopez High School,72,70
3292,Mary Morrison,F,12th,Lopez High School,65,83
3293,Michael Garcia,M,10th,Lopez High School,70,85
3294,Chris Wells,M,9th,Lopez High School,75,68
3295,Christopher Morris,M,9th,Lopez High School,84,78
3296,Jamie Pacheco,F,12th,Lopez High School,71,90
3297,Andres Bridges,M,10th,Lopez High School,60,74
3298,David Colon,M,11th,Lopez High School,78,71
3299,Luis Gross,M,10th,Lopez High School,87,83
3300,Marilyn Rivera,F,10th,Lopez High School,82,71
3301,Erica Dudley,F,10th,Lopez High School,74,99
3302,David Hanson,M,10th,Lopez High School,95,80
3303,Todd Edwards,M,12th,Lopez High School,65,64
3304,John Davis,M,9th,Lopez High School,99,98
3305,Anne Chan,F,9th,Lopez High School,58,76
3306,Abigail Rogers,F,10th,Lopez High School,75,73
3307,Natasha Aguirre,F,12th,Lopez High School,70,74
3308,Jeffrey Kim,M,10th,Lopez High School,74,96
3309,Lisa Chapman,F,11th,Lopez High School,95,68
3310,Michael White,M,10th,Lopez High School,92,73
3311,Dawn Pope,F,10th,Lopez High School,57,64
3312,Gail Roberson,F,10th,Lopez High School,65,81
3313,Zachary Pope,M,10th,Lopez High School,75,76
3314,Craig Carter,M,9th,Lopez High School,70,64
3315,Joel Evans,M,11th,Lopez High School,70,97
3316,Martin Cummings,M,9th,Lopez High School,56,65
3317,Peter Riddle,M,9th,Lopez High School,85,64
3318,Lisa Montoya,F,10th,Lopez High School,56,97
3319,Jessica Lam,F,12th,Lopez High School,61,92
3320,Kelly Sloan,F,11th,Lopez High School,61,93
3321,Laurie Barber,F,11th,Lopez High School,93,74
3322,Patrick Jennings,M,12th,Lopez High School,66,87
3323,Amanda Mendoza,F,12th,Lopez High School,79,65
3324,Lisa Harvey,F,10th,Lopez High School,63,87
3325,Kelly Johnson,F,11th,Lopez High School,93,91
3326,Amy Molina,F,10th,Lopez High School,56,66
3327,Shelia George,F,10th,Lopez High School,61,95
3328,Savannah Garcia,F,11th,Lopez High School,89,86
3329,Joseph Walker,M,11th,Lopez High School,82,93
3330,Ryan Silva,M,9th,Lopez High School,84,82
3331,Amanda Bailey,F,9th,Lopez High School,60,88
3332,Marc Castillo,M,10th,Lopez High School,94,98
3333,Jeffrey Roberts,M,12th,Lopez High School,59,77
3334,Samantha Garza MD,F,10th,Lopez High School,88,76
3335,William Phillips,M,10th,Lopez High School,59,64
3336,Peter Herring,M,12th,Lopez High School,76,83
3337,Mark Copeland,M,10th,Lopez High School,95,67
3338,Jason Hawkins,M,11th,Lopez High School,92,75
3339,Julie Wilson,F,9th,Lopez High School,58,73
3340,Danielle Taylor,F,10th,Lopez High School,99,96
3341,Michael Lewis,M,11th,Lopez High School,93,77
3342,John Delgado,M,11th,Lopez High School,83,96
3343,Joshua Johnson,M,10th,Lopez High School,82,82
3344,Jennifer Farmer,F,12th,Lopez High School,78,74
3345,Jesse Singh,M,9th,Lopez High School,94,75
3346,Rebecca Calderon,F,10th,Lopez High School,55,87
3347,Sherri Patrick,F,10th,Lopez High School,95,90
3348,Andrew Chandler,M,12th,Lopez High School,57,84
3349,Henry Cook,M,10th,Lopez High School,96,87
3350,Michael Townsend,M,11th,Lopez High School,70,69
3351,Patricia Murray,F,12th,Lopez High School,80,88
3352,Thomas Brown,M,10th,Lopez High School,57,86
3353,Michael Collins,M,12th,Lopez High School,66,79
3354,Andrew Randolph,M,11th,Lopez High School,56,92
3355,Ashley Moore,F,11th,Lopez High School,83,88
3356,Jonathan Wilson,M,11th,Lopez High School,92,64
3357,Todd Mayer,M,12th,Lopez High School,96,65
3358,Michelle Cox,F,12th,Lopez High School,66,99
3359,Mary Walker,F,11th,Lopez High School,64,85
3360,Cody Campbell,M,12th,Lopez High School,57,72
3361,John Torres,M,10th,Lopez High School,92,71
3362,Julie Spencer,F,10th,Lopez High School,94,80
3363,Jaime Holmes,F,10th,Lopez High School,85,82
3364,Theresa Reed,F,10th,Lopez High School,57,64
3365,April Munoz,F,11th,Lopez High School,84,95
3366,Mr. Kevin Jones,M,10th,Lopez High School,73,65
3367,Mark Davila,M,9th,Lopez High School,61,82
3368,Jessica Carey,F,10th,Lopez High School,61,95
3369,Jordan Sloan,M,11th,Lopez High School,59,72
3370,Joshua White,M,11th,Lopez High School,66,72
3371,Amber Farrell,F,9th,Lopez High School,78,79
3372,Alex Chang,M,11th,Lopez High School,93,78
3373,Samantha Gomez,F,9th,Lopez High School,61,87
3374,Leslie Payne,F,11th,Lopez High School,63,79
3375,Natasha Robinson,F,10th,Lopez High School,56,88
3376,Timothy Patel,M,10th,Lopez High School,86,79
3377,Pamela Ferguson,F,12th,Lopez High School,73,94
3378,Anthony Oneill,M,9th,Lopez High School,96,95
3379,Miss Sophia Wallace,F,9th,Lopez High School,71,85
3380,Joshua Rosario,M,12th,Lopez High School,64,92
3381,Brandon Tyler,M,11th,Lopez High School,55,80
3382,Colleen Nichols,F,9th,Lopez High School,76,84
3383,Richard Ayala,M,11th,Lopez High School,77,80
3384,Tamara Morse,F,11th,Lopez High School,97,88
3385,Juan Dean,M,9th,Lopez High School,59,82
3386,Cathy Villanueva,F,11th,Lopez High School,79,71
3387,Jill Patterson,F,12th,Lopez High School,78,81
3388,Cheyenne Wallace,F,10th,Lopez High School,83,64
3389,Alan Hahn,M,9th,Lopez High School,65,99
3390,Dana Salazar,F,10th,Lopez High School,90,64
3391,Kerri Evans,F,11th,Lopez High School,80,89
3392,Randall Macdonald,M,11th,Lopez High School,63,87
3393,Mrs. Katelyn Powell,F,10th,Lopez High School,62,74
3394,Gregory Jensen,M,10th,Lopez High School,90,68
3395,Jackie May,F,11th,Lopez High School,99,68
3396,Paige Johnson,F,11th,Lopez High School,55,83
3397,Jacob Austin Jr.,M,9th,Lopez High School,55,88
3398,Alexander Gomez,M,10th,Lopez High School,72,85
3399,Richard Collins,M,10th,Lopez High School,89,80
3400,Gregory Stafford,M,9th,Lopez High School,97,84
3401,Robert Hill,M,10th,Lopez High School,67,91
3402,Jennifer Shelton,F,11th,Lopez High School,79,96
3403,Daniel Morales,M,9th,Lopez High School,68,76
3404,Adrian Welch,M,9th,Lopez High School,59,79
3405,Alan Wade,M,12th,Lopez High School,84,78
3406,Mr. Martin Reynolds,M,12th,Lopez High School,75,67
3407,Tara Thompson,F,10th,Lopez High School,84,74
3408,Elizabeth Browning,F,12th,Lopez High School,82,82
3409,Jessica Smith,F,10th,Lopez High School,87,83
3410,Barry Ramirez,M,12th,Lopez High School,83,83
3411,Jack Anderson,M,10th,Lopez High School,56,72
3412,Fernando Hansen,M,10th,Lopez High School,95,77
3413,Jon Baldwin,M,11th,Lopez High School,87,84
3414,Carrie Hogan,F,10th,Lopez High School,96,65
3415,Cameron Brown,M,12th,Lopez High School,71,91
3416,Lucas Castillo,M,11th,Lopez High School,76,92
3417,Matthew Watts DDS,M,9th,Lopez High School,67,89
3418,Holly Turner,F,10th,Lopez High School,97,84
3419,Steve Farmer,M,10th,Lopez High School,67,69
3420,Michael Moore,M,9th,Lopez High School,59,76
3421,David Jones DDS,M,10th,Lopez High School,57,78
3422,Nancy Wang,F,11th,Lopez High School,61,76
3423,Stacy Marshall,F,11th,Lopez High School,62,91
3424,Marisa Walter,F,12th,Lopez High School,80,75
3425,James Hall,M,12th,Lopez High School,57,96
3426,Peter Dunn,M,12th,Lopez High School,55,95
3427,Sarah Martinez,F,12th,Lopez High School,98,92
3428,Tina Smith,F,12th,Lopez High School,56,92
3429,Tamara Edwards,F,9th,Lopez High School,76,92
3430,Albert Walton,M,12th,Lopez High School,94,66
3431,Paige Taylor DDS,F,11th,Lopez High School,94,74
3432,Sheri Ramirez,F,9th,Lopez High School,67,78
3433,Thomas Burch,M,9th,Lopez High School,55,66
3434,Michelle Vazquez,F,10th,Lopez High School,73,89
3435,Annette Richardson,F,9th,Lopez High School,70,91
3436,Brianna Green,F,11th,Lopez High School,93,70
3437,Jennifer Myers,F,10th,Lopez High School,72,99
3438,Tina Lewis,F,12th,Lopez High School,60,85
3439,Melvin Martin,M,11th,Lopez High School,61,81
3440,Michael Jones,M,9th,Lopez High School,56,72
3441,Darren Lara,M,12th,Lopez High School,62,79
3442,Joseph Maynard,M,12th,Lopez High School,59,78
3443,Alexis Rose,F,11th,Lopez High School,90,73
3444,Amanda Mason,F,9th,Lopez High School,73,65
3445,Ronald Dickson,M,10th,Lopez High School,74,84
3446,Jessica Nguyen,F,9th,Lopez High School,62,70
3447,Victoria Wiley MD,F,10th,Lopez High School,95,74
3448,Ashley Smith,F,10th,Lopez High School,68,90
3449,Amber Morrison,F,11th,Lopez High School,59,73
3450,Christopher Cox,M,10th,Lopez High School,93,79
3451,Joy Walker,F,9th,Lopez High School,70,70
3452,Thomas White,M,10th,Lopez High School,96,86
3453,Christy Booker,F,12th,Lopez High School,89,88
3454,Kathy Jacobs,F,11th,Lopez High School,77,94
3455,Keith Finley,M,10th,Lopez High School,86,78
3456,Robert Shelton,M,11th,Lopez High School,87,91
3457,Christopher Morse,M,10th,Lopez High School,85,83
3458,Adam Lang,M,9th,Lopez High School,77,93
3459,James Howard,M,10th,Lopez High School,59,72
3460,Eric Morris,M,11th,Lopez High School,88,85
3461,Bianca Harrison,F,11th,Lopez High School,71,70
3462,Steven Henry,M,11th,Lopez High School,71,75
3463,David Saunders,M,12th,Lopez High School,58,73
